model,task,from_lang,to_lang,success,valid
granitecode8b,str_substring,go,c,1.0,0.0
codellama7b,str_match,go,rs,1.0,0.0
codellama7b,file_rename,cpp,go,1.0,0.0
magicoder7b,file_rename,py,cpp,1.0,0.0
codegemma7b,logic_ops,py,rs,1.0,1.0
dolphincoder7b,logic_ops,py,go,1.0,0.0
codellama7b,file_create,java,c,1.0,1.0
stablecode,str_match,java,cpp,1.0,0.0
yicoder2b,int_cmp,cpp,rs,1.0,0.0
magicoder7b,file_rename,rs,c,1.0,1.0
magicoder7b,str_substring,c,cpp,1.0,0.0
dolphincoder7b,file_rename,js,c,1.0,0.0
stablecode,str_substring,rs,go,1.0,0.0
qwen2.5coder2b,str_substring,cpp,go,1.0,0.0
granitecode3b,str_concat,rs,cpp,1.0,1.0
granitecode8b,str_prepend,rs,java,1.0,0.0
dolphincoder7b,str_prepend,java,cpp,1.0,1.0
stablecode,str_match,rs,go,1.0,0.0
granitecode3b,str_cmp,js,go,1.0,0.0
dolphincoder7b,dir_make,java,go,1.0,0.0
stablecode,str_append,js,rs,1.0,0.0
stablecode,int_factors,py,go,1.0,0.0
stablecode,dir_make,go,cpp,1.0,0.0
codellama7b,file_size,java,cpp,1.0,0.0
codellama7b,dir_make,py,java,1.0,0.0
granitecode8b,str_match,c,go,1.0,0.0
yicoder9b,file_rename,go,cpp,1.0,1.0
deepseekcoder7b,int_cmp,py,rs,1.0,0.0
stablecode,str_concat,cpp,java,1.0,0.0
codegemma7b,str_cmp,rs,c,1.0,1.0
granitecode8b,int_cmp,py,c,1.0,0.0
deepseekcoder7b,file_rename,c,cpp,1.0,0.0
granitecode8b,bit_ops,java,c,1.0,0.0
codellama7b,file_size,py,cpp,1.0,0.0
dolphincoder7b,str_match,java,go,1.0,0.0
magicoder7b,str_prepend,go,java,1.0,0.0
codellama7b,str_substring,c,js,1.0,1.0
stablecode,int_arith,cpp,go,1.0,0.0
stablecode,int_factors,c,cpp,1.0,0.0
yicoder2b,file_rename,c,java,1.0,0.0
stablecode,file_exists,js,java,1.0,0.0
dolphincoder7b,str_cmp,go,cpp,1.0,0.0
deepseekcoderv2,str_match,js,go,1.0,0.0
codegeex4,dir_make,js,java,1.0,1.0
granitecode8b,int_cmp,cpp,go,1.0,1.0
qwen2.5coder7b,dir_make,py,rs,1.0,0.0
granitecode3b,str_substring,rs,cpp,1.0,1.0
granitecode8b,logic_ops,go,cpp,1.0,0.0
codellama7b,bit_ops,js,go,1.0,1.0
deepseekcoder7b,file_create,java,c,1.0,0.0
stablecode,bit_ops,js,go,1.0,0.0
codegeex4,str_substring,py,rs,1.0,0.0
codegemma7b,str_cmp,py,go,1.0,0.0
yicoder2b,logic_ops,rs,go,1.0,0.0
codeqwen,str_cmp,cpp,py,1.0,0.0
granitecode3b,dir_make,rs,py,1.0,1.0
dolphincoder7b,str_match,cpp,rs,1.0,0.0
yicoder9b,dir_make,c,rs,1.0,1.0
granitecode3b,file_exists,java,go,1.0,1.0
codegemma7b,bit_ops,c,rs,1.0,0.0
codeqwen,file_size,rs,cpp,1.0,0.0
magicoder7b,int_arith,java,rs,1.0,0.0
magicoder7b,file_size,js,java,1.0,1.0
qwen2.5coder2b,logic_ops,java,rs,1.0,1.0
codeqwen,file_size,go,cpp,1.0,0.0
magicoder7b,str_substring,java,cpp,1.0,0.0
granitecode8b,logic_ops,rs,cpp,1.0,0.0
granitecode3b,str_substring,go,cpp,1.0,0.0
yicoder2b,str_substring,rs,go,1.0,0.0
stablecode,int_cmp,go,rs,1.0,0.0
granitecode3b,str_prepend,go,c,1.0,0.0
dolphincoder7b,str_cmp,rs,cpp,1.0,0.0
codegemma7b,int_arith,py,go,1.0,0.0
codegemma7b,str_interp,java,rs,1.0,0.0
dolphincoder7b,int_arith,py,rs,1.0,0.0
codegeex4,int_factors,java,rs,1.0,1.0
yicoder2b,bit_ops,py,rs,1.0,0.0
granitecode3b,int_arith,c,go,1.0,0.0
codeqwen,str_substring,rs,c,1.0,1.0
stablecode,dir_make,java,c,1.0,0.0
yicoder2b,str_match,java,cpp,1.0,0.0
stablecode,dir_make,c,rs,1.0,0.0
dolphincoder7b,str_append,c,cpp,1.0,1.0
codegemma7b,file_size,c,go,1.0,0.0
codegeex4,logic_ops,c,go,1.0,1.0
stablecode,str_substring,cpp,c,1.0,0.0
yicoder2b,bit_ops,cpp,c,1.0,0.0
yicoder9b,str_cmp,js,java,1.0,0.0
granitecode8b,str_match,cpp,go,1.0,1.0
codellama7b,str_substring,java,rs,1.0,0.0
stablecode,dir_make,rs,cpp,1.0,0.0
stablecode,int_factors,cpp,java,1.0,0.0
granitecode3b,int_factors,py,cpp,1.0,0.0
codeqwen,int_factors,c,rs,1.0,0.0
dolphincoder7b,int_cmp,js,cpp,1.0,1.0
yicoder9b,int_factors,java,c,1.0,1.0
granitecode3b,str_concat,go,cpp,1.0,0.0
yicoder2b,int_factors,py,go,1.0,0.0
qwen2.5coder7b,str_interp,py,cpp,1.0,1.0
codeqwen,int_arith,c,go,1.0,1.0
codegemma7b,dir_make,go,c,1.0,1.0
qwen2.5coder2b,dir_make,cpp,c,1.0,0.0
codegeex4,file_exists,js,go,1.0,1.0
dolphincoder7b,file_rename,py,go,1.0,0.0
granitecode3b,dir_make,cpp,c,1.0,0.0
deepseekcoder7b,bit_ops,rs,go,1.0,1.0
stablecode,str_concat,java,js,1.0,0.0
stablecode,file_size,rs,java,1.0,0.0
qwen2.5coder7b,dir_make,java,rs,1.0,1.0
granitecode8b,str_substring,cpp,c,1.0,0.0
codegemma7b,logic_ops,c,rs,1.0,1.0
codeqwen,int_factors,py,rs,1.0,1.0
codeqwen,str_match,py,go,1.0,0.0
qwen2.5coder2b,str_match,py,cpp,1.0,0.0
qwen2.5coder7b,int_cmp,js,rs,1.0,1.0
magicoder7b,str_concat,rs,c,1.0,1.0
granitecode8b,int_cmp,js,c,1.0,0.0
granitecode8b,int_arith,go,rs,1.0,1.0
granitecode3b,bit_ops,c,go,1.0,0.0
codellama7b,file_create,java,go,1.0,0.0
codeqwen,int_factors,java,cpp,1.0,1.0
codegeex4,str_cmp,py,cpp,1.0,0.0
yicoder9b,file_create,py,cpp,1.0,0.0
stablecode,int_cmp,cpp,rs,1.0,0.0
qwen2.5coder2b,logic_ops,go,c,1.0,1.0
codegemma7b,file_exists,rs,go,1.0,1.0
qwen2.5coder7b,str_substring,java,rs,1.0,1.0
stablecode,bit_ops,java,go,1.0,0.0
stablecode,int_arith,go,c,1.0,1.0
qwen2.5coder2b,file_exists,js,rs,1.0,0.0
dolphincoder7b,int_cmp,js,c,1.0,0.0
yicoder2b,str_prepend,cpp,rs,1.0,1.0
magicoder7b,file_exists,py,cpp,1.0,0.0
codellama7b,logic_ops,cpp,go,1.0,0.0
stablecode,str_match,c,rs,1.0,0.0
granitecode3b,logic_ops,go,c,1.0,0.0
granitecode3b,file_size,cpp,c,1.0,0.0
qwen2.5coder2b,dir_make,cpp,rs,1.0,0.0
codellama7b,str_append,rs,js,1.0,1.0
yicoder9b,dir_make,js,go,1.0,1.0
codeqwen,file_create,c,cpp,1.0,0.0
codeqwen,dir_make,js,rs,1.0,1.0
dolphincoder7b,bit_ops,cpp,rs,1.0,0.0
magicoder7b,str_substring,py,cpp,1.0,1.0
stablecode,file_rename,c,js,1.0,0.0
granitecode8b,str_match,js,java,1.0,0.0
yicoder2b,str_cmp,py,c,1.0,1.0
codellama7b,int_factors,rs,cpp,1.0,0.0
magicoder7b,file_exists,java,cpp,1.0,1.0
qwen2.5coder7b,str_cmp,rs,cpp,1.0,0.0
codellama7b,logic_ops,c,go,1.0,0.0
qwen2.5coder7b,int_arith,py,rs,1.0,0.0
stablecode,str_match,go,c,1.0,0.0
qwen2.5coder2b,str_append,c,rs,1.0,1.0
granitecode3b,file_rename,java,go,1.0,0.0
qwen2.5coder7b,file_rename,py,c,1.0,1.0
deepseekcoderv2,str_cmp,rs,go,1.0,1.0
deepseekcoder7b,str_substring,js,cpp,1.0,1.0
dolphincoder7b,str_cmp,py,go,1.0,0.0
codegemma7b,str_substring,js,c,1.0,0.0
magicoder7b,file_create,go,cpp,1.0,1.0
magicoder7b,bit_ops,py,go,1.0,0.0
deepseekcoder7b,logic_ops,py,c,1.0,0.0
qwen2.5coder2b,str_interp,c,rs,1.0,1.0
granitecode3b,str_prepend,java,go,1.0,0.0
codegeex4,int_factors,c,rs,1.0,0.0
codellama7b,str_concat,java,c,1.0,1.0
stablecode,str_cmp,java,go,1.0,0.0
codegeex4,dir_make,rs,c,1.0,0.0
granitecode3b,int_factors,c,go,1.0,1.0
granitecode8b,str_concat,go,c,1.0,0.0
codegemma7b,file_rename,py,rs,1.0,0.0
stablecode,bit_ops,c,java,1.0,0.0
codegemma7b,file_rename,java,cpp,1.0,0.0
codegeex4,bit_ops,py,cpp,1.0,0.0
granitecode3b,int_arith,java,rs,1.0,0.0
magicoder7b,int_arith,cpp,c,1.0,1.0
stablecode,int_cmp,js,java,1.0,0.0
granitecode3b,file_create,go,cpp,1.0,0.0
granitecode8b,str_append,go,cpp,1.0,0.0
codellama7b,logic_ops,c,java,1.0,0.0
qwen2.5coder2b,dir_make,java,rs,1.0,1.0
qwen2.5coder2b,str_match,js,c,1.0,0.0
codellama7b,str_interp,js,go,1.0,0.0
codegemma7b,dir_make,js,cpp,1.0,0.0
granitecode3b,str_match,js,c,1.0,0.0
codegemma7b,file_exists,js,go,1.0,0.0
dolphincoder7b,logic_ops,java,rs,1.0,1.0
codellama7b,dir_make,rs,java,1.0,1.0
codegeex4,str_substring,c,rs,1.0,0.0
codellama7b,file_create,go,c,1.0,1.0
codeqwen,file_create,js,java,1.0,0.0
granitecode3b,str_substring,py,go,1.0,0.0
qwen2.5coder7b,int_arith,go,rs,1.0,1.0
codegemma7b,str_substring,py,java,1.0,0.0
granitecode3b,file_exists,js,py,1.0,0.0
stablecode,int_cmp,go,c,1.0,0.0
dolphincoder7b,dir_make,py,cpp,1.0,1.0
deepseekcoderv2,str_cmp,c,rs,1.0,0.0
stablecode,logic_ops,js,c,1.0,0.0
granitecode3b,file_size,py,rs,1.0,1.0
yicoder9b,file_size,java,cpp,1.0,1.0
qwen2.5coder2b,str_concat,cpp,rs,1.0,1.0
qwen2.5coder2b,int_arith,js,c,1.0,0.0
granitecode8b,str_interp,js,c,1.0,0.0
codellama7b,file_size,java,go,1.0,0.0
codegeex4,str_match,rs,go,1.0,1.0
stablecode,int_arith,js,java,1.0,0.0
qwen2.5coder2b,str_prepend,cpp,rs,1.0,1.0
deepseekcoder7b,logic_ops,java,c,1.0,1.0
codellama7b,logic_ops,js,c,1.0,0.0
qwen2.5coder2b,str_match,cpp,go,1.0,0.0
deepseekcoderv2,str_match,java,rs,1.0,0.0
qwen2.5coder2b,file_exists,rs,java,1.0,0.0
codeqwen,str_cmp,py,c,1.0,1.0
stablecode,file_exists,cpp,go,1.0,0.0
yicoder9b,bit_ops,c,cpp,1.0,1.0
codellama7b,str_prepend,go,cpp,1.0,1.0
stablecode,int_cmp,java,rs,1.0,0.0
granitecode3b,int_arith,js,c,1.0,0.0
yicoder2b,dir_make,go,cpp,1.0,0.0
stablecode,str_substring,rs,cpp,1.0,0.0
yicoder9b,str_cmp,cpp,go,1.0,0.0
granitecode3b,file_exists,py,cpp,1.0,0.0
granitecode3b,str_interp,py,cpp,1.0,0.0
deepseekcoderv2,bit_ops,java,go,1.0,0.0
codeqwen,str_cmp,cpp,rs,1.0,0.0
dolphincoder7b,logic_ops,rs,c,1.0,1.0
granitecode8b,file_rename,py,c,1.0,0.0
codegeex4,file_rename,py,rs,1.0,0.0
codellama7b,file_exists,rs,cpp,1.0,0.0
granitecode8b,int_factors,js,rs,1.0,0.0
granitecode8b,int_arith,py,rs,1.0,0.0
magicoder7b,file_size,c,go,1.0,1.0
stablecode,file_exists,java,c,1.0,0.0
deepseekcoder7b,int_factors,java,c,1.0,0.0
granitecode8b,file_create,cpp,rs,1.0,0.0
granitecode8b,str_cmp,rs,cpp,1.0,1.0
stablecode,bit_ops,c,go,1.0,0.0
dolphincoder7b,str_substring,java,rs,1.0,0.0
granitecode8b,dir_make,java,cpp,1.0,0.0
codellama7b,str_cmp,js,java,1.0,0.0
magicoder7b,int_factors,py,cpp,1.0,0.0
codeqwen,int_factors,go,rs,1.0,0.0
deepseekcoder7b,bit_ops,java,rs,1.0,0.0
stablecode,file_rename,go,c,1.0,0.0
deepseekcoderv2,file_exists,js,cpp,1.0,0.0
yicoder2b,str_substring,js,go,1.0,0.0
yicoder2b,str_substring,c,js,1.0,0.0
codegemma7b,str_interp,py,rs,1.0,0.0
stablecode,file_create,rs,java,1.0,0.0
codegemma7b,bit_ops,js,cpp,1.0,0.0
codeqwen,int_cmp,java,js,1.0,1.0
codellama7b,bit_ops,c,rs,1.0,1.0
codegemma7b,logic_ops,java,go,1.0,0.0
dolphincoder7b,file_create,c,java,1.0,0.0
codeqwen,bit_ops,rs,go,1.0,0.0
granitecode8b,int_arith,go,cpp,1.0,0.0
granitecode3b,int_cmp,java,c,1.0,0.0
magicoder7b,logic_ops,c,rs,1.0,1.0
stablecode,str_cmp,cpp,java,1.0,0.0
dolphincoder7b,str_prepend,c,go,1.0,0.0
granitecode3b,str_append,py,rs,1.0,1.0
stablecode,str_substring,rs,java,1.0,0.0
yicoder9b,bit_ops,go,c,1.0,1.0
yicoder9b,int_factors,go,cpp,1.0,0.0
stablecode,dir_make,java,cpp,1.0,0.0
codegemma7b,str_cmp,js,cpp,1.0,0.0
qwen2.5coder7b,file_rename,cpp,rs,1.0,1.0
codegemma7b,str_prepend,cpp,c,1.0,1.0
stablecode,file_create,cpp,rs,1.0,0.0
yicoder2b,bit_ops,go,rs,1.0,0.0
granitecode8b,int_cmp,js,cpp,1.0,0.0
qwen2.5coder7b,str_interp,cpp,go,1.0,1.0
magicoder7b,int_factors,py,java,1.0,0.0
granitecode3b,str_match,java,go,1.0,0.0
deepseekcoder7b,bit_ops,js,go,1.0,0.0
granitecode3b,file_size,js,java,1.0,1.0
stablecode,file_create,py,go,1.0,0.0
codegemma7b,str_concat,rs,c,1.0,1.0
codegemma7b,logic_ops,java,cpp,1.0,0.0
qwen2.5coder7b,str_substring,cpp,rs,1.0,0.0
deepseekcoder7b,str_cmp,js,java,1.0,0.0
stablecode,int_cmp,py,rs,1.0,0.0
stablecode,bit_ops,js,java,1.0,0.0
codeqwen,str_match,js,java,1.0,0.0
granitecode3b,int_factors,go,c,1.0,0.0
codegeex4,file_create,js,cpp,1.0,0.0
codegeex4,file_size,rs,go,1.0,1.0
qwen2.5coder2b,logic_ops,java,cpp,1.0,1.0
qwen2.5coder7b,str_substring,js,go,1.0,0.0
granitecode8b,str_match,cpp,java,1.0,0.0
codellama7b,int_factors,java,c,1.0,0.0
granitecode8b,bit_ops,rs,cpp,1.0,1.0
codellama7b,int_cmp,py,rs,1.0,0.0
stablecode,file_size,js,cpp,1.0,0.0
qwen2.5coder7b,dir_make,cpp,c,1.0,1.0
magicoder7b,int_factors,c,java,1.0,0.0
codellama7b,str_substring,rs,go,1.0,0.0
granitecode8b,file_size,js,c,1.0,0.0
dolphincoder7b,str_interp,js,go,1.0,1.0
codegemma7b,int_factors,java,rs,1.0,0.0
granitecode3b,int_cmp,js,rs,1.0,0.0
deepseekcoder7b,int_factors,c,java,1.0,1.0
granitecode8b,str_append,py,java,1.0,0.0
stablecode,int_factors,js,java,1.0,0.0
codellama7b,logic_ops,go,rs,1.0,1.0
codegemma7b,str_match,py,rs,1.0,0.0
granitecode3b,str_substring,cpp,py,1.0,0.0
dolphincoder7b,logic_ops,c,py,1.0,1.0
magicoder7b,file_size,c,cpp,1.0,0.0
codellama7b,int_factors,js,rs,1.0,1.0
qwen2.5coder2b,int_cmp,js,rs,1.0,0.0
codegeex4,file_create,go,rs,1.0,1.0
codeqwen,str_match,cpp,go,1.0,1.0
stablecode,int_cmp,c,go,1.0,0.0
codegeex4,file_size,rs,cpp,1.0,0.0
yicoder2b,str_match,rs,java,1.0,0.0
stablecode,str_cmp,cpp,rs,1.0,0.0
codellama7b,dir_make,py,cpp,1.0,0.0
codeqwen,file_exists,java,go,1.0,0.0
codeqwen,str_substring,c,py,1.0,1.0
granitecode8b,str_interp,java,rs,1.0,0.0
granitecode3b,str_cmp,js,cpp,1.0,1.0
dolphincoder7b,file_create,py,go,1.0,1.0
stablecode,logic_ops,rs,go,1.0,0.0
qwen2.5coder2b,int_factors,java,rs,1.0,0.0
qwen2.5coder7b,int_factors,c,rs,1.0,1.0
codegemma7b,str_substring,cpp,c,1.0,0.0
codellama7b,str_append,rs,java,1.0,0.0
yicoder9b,str_prepend,js,c,1.0,1.0
granitecode3b,bit_ops,js,cpp,1.0,0.0
granitecode3b,int_factors,py,go,1.0,0.0
granitecode8b,int_factors,java,c,1.0,0.0
codellama7b,str_interp,cpp,rs,1.0,0.0
magicoder7b,dir_make,py,go,1.0,0.0
granitecode8b,int_factors,c,rs,1.0,1.0
deepseekcoder7b,int_factors,js,rs,1.0,0.0
stablecode,file_exists,js,rs,1.0,0.0
codegemma7b,int_cmp,py,rs,1.0,0.0
stablecode,str_match,cpp,js,1.0,0.0
yicoder9b,str_substring,cpp,go,1.0,1.0
deepseekcoder7b,str_cmp,py,go,1.0,0.0
codeqwen,file_rename,py,c,1.0,1.0
granitecode8b,file_rename,rs,c,1.0,0.0
codeqwen,str_cmp,rs,cpp,1.0,0.0
stablecode,file_rename,c,java,1.0,0.0
stablecode,str_interp,java,rs,1.0,0.0
granitecode3b,int_cmp,rs,cpp,1.0,0.0
granitecode8b,file_create,rs,cpp,1.0,0.0
stablecode,file_size,java,cpp,1.0,0.0
qwen2.5coder7b,file_create,cpp,java,1.0,1.0
deepseekcoderv2,str_substring,java,rs,1.0,1.0
stablecode,file_size,java,js,1.0,0.0
yicoder2b,str_match,rs,go,1.0,0.0
granitecode8b,file_rename,rs,py,1.0,0.0
codellama7b,str_prepend,py,java,1.0,0.0
codellama7b,str_concat,java,js,1.0,1.0
deepseekcoder7b,file_rename,js,cpp,1.0,0.0
codegeex4,str_cmp,java,cpp,1.0,1.0
granitecode8b,bit_ops,js,py,1.0,0.0
deepseekcoder7b,logic_ops,js,rs,1.0,1.0
yicoder9b,logic_ops,c,cpp,1.0,1.0
granitecode8b,int_arith,py,java,1.0,1.0
codegemma7b,file_rename,java,py,1.0,1.0
granitecode3b,str_match,cpp,rs,1.0,0.0
yicoder2b,file_create,java,go,1.0,0.0
qwen2.5coder7b,str_append,c,py,1.0,1.0
dolphincoder7b,str_substring,py,rs,1.0,1.0
deepseekcoder7b,int_factors,py,c,1.0,1.0
yicoder9b,bit_ops,cpp,c,1.0,0.0
codegemma7b,file_create,py,rs,1.0,0.0
yicoder2b,int_factors,rs,cpp,1.0,0.0
yicoder2b,str_append,java,c,1.0,1.0
stablecode,str_prepend,cpp,py,1.0,0.0
codellama7b,dir_make,go,rs,1.0,0.0
codegemma7b,str_prepend,go,rs,1.0,0.0
codegeex4,bit_ops,cpp,c,1.0,1.0
stablecode,str_match,c,cpp,1.0,0.0
qwen2.5coder2b,str_concat,py,java,1.0,0.0
granitecode8b,bit_ops,py,js,1.0,0.0
stablecode,int_arith,py,js,1.0,1.0
codegemma7b,file_size,py,rs,1.0,0.0
deepseekcoderv2,file_size,go,cpp,1.0,0.0
granitecode3b,logic_ops,go,java,1.0,0.0
qwen2.5coder2b,str_concat,js,c,1.0,1.0
codellama7b,str_prepend,c,go,1.0,0.0
qwen2.5coder7b,str_match,py,go,1.0,1.0
stablecode,logic_ops,java,rs,1.0,0.0
deepseekcoder7b,str_cmp,c,rs,1.0,0.0
codegemma7b,str_prepend,js,java,1.0,0.0
stablecode,file_rename,go,java,1.0,0.0
codegeex4,dir_make,java,rs,1.0,1.0
qwen2.5coder7b,file_create,java,go,1.0,1.0
qwen2.5coder7b,file_exists,c,rs,1.0,1.0
stablecode,str_concat,go,rs,1.0,0.0
qwen2.5coder7b,file_size,java,rs,1.0,1.0
dolphincoder7b,bit_ops,rs,go,1.0,0.0
codellama7b,str_substring,cpp,c,1.0,0.0
deepseekcoder7b,logic_ops,c,go,1.0,0.0
yicoder2b,file_size,rs,go,1.0,0.0
granitecode8b,file_rename,py,cpp,1.0,0.0
granitecode3b,int_arith,java,cpp,1.0,0.0
dolphincoder7b,int_cmp,js,java,1.0,0.0
deepseekcoderv2,dir_make,go,c,1.0,1.0
stablecode,int_factors,go,cpp,1.0,0.0
granitecode3b,str_append,js,cpp,1.0,0.0
granitecode8b,str_cmp,js,c,1.0,0.0
deepseekcoder7b,file_exists,js,c,1.0,0.0
magicoder7b,str_substring,c,py,1.0,0.0
granitecode8b,str_prepend,py,cpp,1.0,0.0
granitecode8b,file_size,java,go,1.0,1.0
granitecode8b,str_append,js,c,1.0,0.0
codegemma7b,logic_ops,js,c,1.0,0.0
qwen2.5coder7b,file_rename,go,cpp,1.0,0.0
qwen2.5coder2b,file_exists,java,rs,1.0,0.0
codegeex4,dir_make,py,c,1.0,0.0
qwen2.5coder7b,dir_make,py,c,1.0,1.0
codegeex4,str_substring,java,cpp,1.0,1.0
stablecode,str_substring,c,cpp,1.0,0.0
codegemma7b,file_exists,cpp,go,1.0,0.0
stablecode,int_arith,c,go,1.0,0.0
stablecode,file_rename,rs,cpp,1.0,0.0
deepseekcoderv2,int_factors,java,js,1.0,0.0
granitecode3b,dir_make,java,c,1.0,0.0
codellama7b,file_size,py,java,1.0,0.0
stablecode,str_concat,py,rs,1.0,0.0
codellama7b,dir_make,java,cpp,1.0,0.0
codellama7b,str_cmp,cpp,java,1.0,1.0
codegemma7b,file_exists,java,rs,1.0,0.0
dolphincoder7b,file_exists,cpp,rs,1.0,0.0
magicoder7b,dir_make,go,cpp,1.0,1.0
yicoder2b,dir_make,c,cpp,1.0,0.0
qwen2.5coder2b,bit_ops,cpp,rs,1.0,0.0
codeqwen,file_create,rs,cpp,1.0,1.0
codegemma7b,str_substring,cpp,py,1.0,1.0
qwen2.5coder2b,int_factors,c,rs,1.0,0.0
qwen2.5coder2b,file_size,js,cpp,1.0,0.0
stablecode,int_arith,rs,py,1.0,0.0
codegeex4,str_match,cpp,c,1.0,0.0
codegemma7b,file_size,go,rs,1.0,0.0
magicoder7b,int_arith,cpp,go,1.0,1.0
stablecode,int_arith,go,js,1.0,0.0
deepseekcoderv2,logic_ops,c,cpp,1.0,1.0
qwen2.5coder2b,file_exists,java,c,1.0,1.0
yicoder9b,file_create,py,c,1.0,1.0
dolphincoder7b,str_prepend,java,rs,1.0,0.0
yicoder2b,file_rename,go,cpp,1.0,0.0
codegemma7b,file_size,rs,cpp,1.0,0.0
codellama7b,dir_make,py,rs,1.0,0.0
codegemma7b,str_prepend,py,rs,1.0,0.0
yicoder2b,int_factors,c,cpp,1.0,0.0
qwen2.5coder2b,file_exists,java,cpp,1.0,0.0
magicoder7b,str_cmp,js,go,1.0,0.0
codeqwen,dir_make,java,c,1.0,1.0
qwen2.5coder2b,str_interp,go,c,1.0,0.0
dolphincoder7b,str_substring,go,rs,1.0,1.0
granitecode8b,file_exists,java,go,1.0,1.0
yicoder2b,file_size,js,go,1.0,0.0
yicoder2b,file_rename,cpp,c,1.0,1.0
granitecode8b,str_concat,js,java,1.0,0.0
stablecode,str_interp,cpp,c,1.0,0.0
dolphincoder7b,file_rename,java,rs,1.0,1.0
stablecode,str_match,py,java,1.0,0.0
codegemma7b,str_cmp,c,rs,1.0,1.0
stablecode,file_rename,py,go,1.0,0.0
qwen2.5coder7b,str_append,cpp,rs,1.0,1.0
codeqwen,file_rename,py,cpp,1.0,0.0
granitecode8b,str_match,py,go,1.0,0.0
stablecode,str_concat,cpp,rs,1.0,0.0
codeqwen,str_substring,java,go,1.0,0.0
stablecode,logic_ops,js,go,1.0,0.0
codellama7b,file_exists,cpp,go,1.0,1.0
codegemma7b,str_cmp,js,c,1.0,1.0
codegemma7b,dir_make,c,rs,1.0,0.0
stablecode,str_interp,go,java,1.0,0.0
granitecode8b,str_substring,java,rs,1.0,0.0
codegemma7b,str_concat,py,go,1.0,1.0
granitecode3b,dir_make,go,java,1.0,1.0
codeqwen,int_arith,go,rs,1.0,0.0
yicoder2b,file_exists,rs,cpp,1.0,0.0
yicoder2b,str_cmp,js,rs,1.0,0.0
qwen2.5coder2b,file_rename,js,c,1.0,0.0
codellama7b,str_interp,rs,java,1.0,0.0
yicoder2b,str_cmp,py,cpp,1.0,0.0
qwen2.5coder2b,file_exists,c,rs,1.0,0.0
stablecode,file_create,py,cpp,1.0,0.0
dolphincoder7b,logic_ops,cpp,go,1.0,1.0
stablecode,str_cmp,go,c,1.0,0.0
granitecode8b,dir_make,cpp,py,1.0,0.0
stablecode,file_create,java,cpp,1.0,0.0
codellama7b,str_match,cpp,c,1.0,0.0
granitecode8b,str_concat,js,cpp,1.0,0.0
codegemma7b,dir_make,java,cpp,1.0,0.0
qwen2.5coder2b,file_rename,c,go,1.0,1.0
codeqwen,str_cmp,py,java,1.0,0.0
codellama7b,str_substring,js,go,1.0,1.0
codegemma7b,str_cmp,cpp,java,1.0,0.0
stablecode,str_substring,java,cpp,1.0,0.0
qwen2.5coder7b,file_exists,rs,cpp,1.0,0.0
magicoder7b,logic_ops,py,go,1.0,1.0
magicoder7b,bit_ops,go,cpp,1.0,0.0
yicoder9b,str_substring,go,cpp,1.0,0.0
yicoder2b,str_match,js,go,1.0,0.0
stablecode,dir_make,rs,java,1.0,1.0
codeqwen,str_cmp,py,go,1.0,0.0
codeqwen,str_substring,py,c,1.0,1.0
stablecode,file_exists,go,cpp,1.0,0.0
qwen2.5coder2b,file_create,js,cpp,1.0,0.0
deepseekcoder7b,file_exists,c,cpp,1.0,1.0
codegeex4,file_create,py,rs,1.0,0.0
granitecode8b,dir_make,c,go,1.0,1.0
yicoder2b,str_match,java,go,1.0,0.0
qwen2.5coder2b,str_cmp,go,cpp,1.0,0.0
codegemma7b,str_prepend,go,c,1.0,0.0
stablecode,logic_ops,c,java,1.0,0.0
granitecode3b,int_arith,py,go,1.0,1.0
codellama7b,logic_ops,py,rs,1.0,1.0
codegemma7b,str_cmp,java,cpp,1.0,0.0
codegemma7b,dir_make,py,go,1.0,0.0
codeqwen,int_cmp,py,c,1.0,1.0
stablecode,dir_make,js,rs,1.0,0.0
granitecode8b,str_interp,py,java,1.0,0.0
codegemma7b,file_create,js,cpp,1.0,0.0
magicoder7b,file_rename,js,c,1.0,1.0
stablecode,str_substring,cpp,js,1.0,0.0
yicoder2b,int_cmp,java,go,0.0,0.0
yicoder2b,str_interp,rs,java,0.0,0.0
yicoder2b,str_cmp,cpp,go,0.0,0.0
deepseekcoderv2,str_substring,c,go,0.0,0.0
yicoder2b,str_cmp,cpp,rs,0.0,0.0
codegeex4,str_substring,rs,c,0.0,0.0
yicoder2b,logic_ops,java,rs,0.0,0.0
deepseekcoderv2,str_substring,c,rs,0.0,0.0
codegeex4,str_cmp,js,rs,0.0,0.0
yicoder2b,dir_make,rs,go,0.0,0.0
codellama7b,str_prepend,js,c,0.0,0.0
granitecode3b,int_factors,py,c,0.0,0.0
yicoder2b,str_concat,py,rs,0.0,0.0
codellama7b,file_rename,js,rs,0.0,0.0
granitecode3b,dir_make,cpp,py,0.0,0.0
codellama7b,bit_ops,c,cpp,0.0,0.0
yicoder9b,str_concat,py,cpp,0.0,0.0
deepseekcoderv2,str_cmp,go,cpp,0.0,0.0
yicoder2b,str_match,c,go,0.0,0.0
deepseekcoder7b,str_substring,go,js,0.0,0.0
codellama7b,file_rename,java,c,0.0,0.0
stablecode,bit_ops,rs,py,0.0,0.0
yicoder2b,str_match,c,rs,0.0,0.0
yicoder2b,int_arith,rs,go,0.0,0.0
